,phraseNumber,speaker,emotion,transcript
2261,20,MK0,fear,Zima to czas jeżdżenia na sankach.
2262,21,MK0,fear,Egipcjanie uważali i bise za święte.
2263,22,MK0,fear,"Pysek wszedł do rzeki, żeby popływać."
2264,23,MK0,fear,Woda w basenie jest bardzo ciepła.
2265,24,MK0,fear,Miasto tępnie życiem nawet w nocy.
2266,25,MK0,fear,Gorzka czekolada - jest idealna na deser.
2267,26,MK0,fear,Ten dzień potrafi spełniać życzenia.
2268,27,MK0,fear,Niedzielna szkoła jest zamknięta.
2269,28,MK0,fear,Podczas medytacji można wyjść w trance.
2270,29,MK0,fear,W październiku zaczyna się jesień
2271,3,MK0,fear,Chodźmy w tango.
2272,30,MK0,fear,Każdy taniec ma swój własny rytm.
2273,31,MK0,fear,Dokarmcie koty wychodząc ze domu.
2274,32,MK0,fear,"Pamiętaj, że nadzieja umiera ostatnio."
2275,33,MK0,fear,Po operacji nie mam żadnych blizn.
2276,34,MK0,fear,Pani Anek jest naszym nowym sąsiadem.
2277,35,MK0,fear,Ale łowiec ciasto muszę kupić małżykiem.
2278,36,MK0,fear,"Ten pomysł, który ci brak jak realizmu."
2279,37,MK0,fear,Relaksujące piosenki i poprawiają nastrój.
2280,38,MK0,fear,Ludzmoka to serial telewizyjny.
2281,39,MK0,fear,Siwa oznacza żałobę po zmarłym.
2282,4,MK0,fear,Dzieci muszą to już jeść.
2283,40,MK0,fear,W dzieciństwie uwielbiałem chalerdy.
2284,41,MK0,fear,W parku rośnie ogromne drzewo.
2285,42,MK0,fear,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie."
2286,43,MK0,fear,Niena odegrała w moim życiu ważną rolę.
2287,44,MK0,fear,"Lęknota to uczucie, które każdy z nas zna."
2288,45,MK0,fear,Postanowiłem wynająć samochód na wakacje.
2289,46,MK0,fear,Żółwica to dawne określenie na siostrę męża.
2290,47,MK0,fear,Król był bardzo sprawiedliwym człowiekiem.
2291,48,MK0,fear,Moja dziewczyna świętuje urodziny w sobotę.
2292,49,MK0,fear,"Niektórzy powiedzą, że to państwo z kartonu."
2293,5,MK0,fear,Przestań go je udzielać.
2294,50,MK0,fear,W muzeum można zobaczyć skelet dinozaura.
2295,51,MK0,fear,Strzelec to znak z dialogu następujący po skorpionie.
2296,52,MK0,fear,Na złamaną kończynę często zakłada się gips.
2297,53,MK0,fear,"Kittel to strój, który noszą lekarze."
2298,54,MK0,fear,W grudniu często pada śnieg.
2299,55,MK0,fear,Chodzę do szkoły prawie codziennie.
2300,56,MK0,fear,Moje dziecko umie już mówić kilka słów.
2301,57,MK0,fear,"Jest inaczej, aby polepszyć swoje zdrowie."
2302,58,MK0,fear,Otrzymałem piękną pocztówkę z widokiem na góry.
2303,59,MK0,fear,Pewien nowy słownik języka hiszpańskiego.
2304,6,MK0,fear,"Dziuniani, jesteś moim szefem."
2305,60,MK0,fear,Podczas wakacji udało mi się zobaczyć delfiny.
2306,61,MK0,fear,Zupa pomidorowa to moje uchwypione danie.
2307,62,MK0,fear,Twoje słowo ma dla mnie wielkie znaczenie.
2308,63,MK0,fear,Moja wizja na przyszłość jest jasna i wyraźna.
2309,64,MK0,fear,Ucho wykrywa dźwięki o różnej częstotliwości.
2310,65,MK0,fear,Podczas remontu odkryliśmy staro-dawne mury.
2311,66,MK0,fear,Rtęc jest jednym z prywjaśków chemicznych.
2312,67,MK0,fear,Mój jest jednym z najpiękniejszych uczuć.
2313,68,MK0,fear,Zamek w Malborku jest jednym z najpiękniejszych w Polsce
2314,69,MK0,fear,Przemoc na rzece można szybko dotrzeć do miasta.
2315,7,MK0,fear,Życie jest pełne niespodzianek.
2316,70,MK0,fear,Człowiek zaczyna umierać już w momencie narodzin.
2317,71,MK0,fear,Bazy wojskowe jest strategicznym punktem dla armii
2318,72,MK0,fear,Bastian był kiedyś ważnym elementem obrony miasta.
2319,73,MK0,fear,Zawsze stawiam przed rzeczownikami właściwy rodzajnik
2320,74,MK0,fear,"Ta liczba wydaje się być błędna, sprawdź jeszcze raz."
2321,75,MK0,fear,Moja testiowa czasem przyjdzie do nazwy weekendu.
2322,76,MK0,fear,Woda jest podstawowym składnikiem życia na Ziemi.
2323,77,MK0,fear,Może kojarzy się z wiosennymi promieniami słońca?
2324,78,MK0,fear,Mój ulubiony sos na dobicie jest sos czczastowy.
2325,79,MK0,fear,Mleko jest źródłem wapnia innych składników odżywczych.
2326,8,MK0,fear,Moja cica jest bardzo pomocna.
2327,80,MK0,fear,Do dzisiejszego obiadu potrzebuję małego garnczka.
2328,81,MK0,fear,Pip to wyjeżdżam z rodziną na wakacje nad morze.
2329,82,MK0,fear,Czerwiec kojarzy się z końcem roku szkolnego.
2330,83,MK0,fear,Ten szczebak jest wychowany zgodnie z najlepszymi standardami
2331,84,MK0,fear,Konświadczenie za udzieloną pożyczkę było bardzo wysokie.
2332,85,MK0,fear,"W banku można założyć konto osobiste, oszczędnościowe lub kredytowe"
2333,86,MK0,fear,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu
2334,87,MK0,fear,Na targach rzemieślniczych można zobaczyć wrakunikatowych produktów
2335,88,MK0,fear,Jabłko jest bogatym źródłem witamin i składników odżywczych.
2336,89,MK0,fear,Dopędzia się jeden z przypadków gramatycznych w języku polskim.
2337,9,MK0,fear,Piłka nożna to moja pasja.
2338,90,MK0,fear,Porał gregoriański jest wykonywany podczas uroczystych nabożeństw
2339,1,MK0,happiness,Lubię czytać przed snem.
2340,10,MK0,happiness,Kupiłem nową szafę do sypialni.
2341,11,MK0,happiness,Nie zachowuj się jak żigolęk.
2342,12,MK0,happiness,Mój test zawsze służy rado.
2343,13,MK0,happiness,Interesuje mnie historia Polski.
2344,14,MK0,happiness,Ten miesiąc minął bardzo szybko.
2345,15,MK0,happiness,sporadycznie chodzą na siłownią.
2346,16,MK0,happiness,"Radzę, ten pomysł jest najlepszy."
2347,17,MK0,happiness,Chcę przeczytać ten artykuł jeszcze raz.
2348,18,MK0,happiness,Kwiecień to czwarty miesiąc w roku.
2349,19,MK0,happiness,W wolnym czasie lubię czytać książki.
2350,2,MK0,happiness,Nie ważmy się ze sobą.
2351,20,MK0,happiness,Zima to czas jeżdżenia na stankach.
2352,21,MK0,happiness,Egipcjanie uważali i bisesy za święte.
2353,22,MK0,happiness,"Piesek wszedł do rzeki, żeby popływać."
2354,23,MK0,happiness,Woda w basenie jest bardzo ciepła.
2355,24,MK0,happiness,Miasta tańknie życiem nawet w nocy.
2356,25,MK0,happiness,Gorzka czekolada jest idealna na deser.
2357,26,MK0,happiness,Ten dżin potrafi spełniać życzenia.
2358,27,MK0,happiness,W niedzielę szkoła jest zamknięta.
2359,28,MK0,happiness,Podczas medytacji można wejść w tranz.
2360,29,MK0,happiness,W październiku zaczyna się jajeń.
2361,3,MK0,happiness,Chodźmy w tango.
2362,30,MK0,happiness,Każdy taniec ma swój własny rytm.
2363,31,MK0,happiness,Dokarm cię koty wychodząc z domu.
2364,32,MK0,happiness,"Pamiętaj, że nadzieja umiera ostatnia."
2365,33,MK0,happiness,Po operacji nie mam żadnych blizn.
2366,34,MK0,happiness,Pan Janek jest naszym nowym sąsiadem.
2367,35,MK0,happiness,Aby upiec ciasto muszę kupić mączkę.
2368,36,MK0,happiness,Ten pomysł trąci brakiem realizmu.
2369,37,MK0,happiness,Relaksujące piosenki poprawiają nastrój.
2370,38,MK0,happiness,Ruth Smoket od serialu telewizyjnego.
2371,39,MK0,happiness,Siwa oznacza żałobę po zmarłym.
2372,4,MK0,happiness,Dzieci muszą dużo jasnąć.
2373,40,MK0,happiness,W dzieciństwie uwielbiałem kregdy.
2374,41,MK0,happiness,Park rośnie ogromne drzewo.
2375,42,MK0,happiness,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie."
2376,43,MK0,happiness,Niena odegrała w moim życiu ważną rolę.
2377,44,MK0,happiness,"Tęsknota to uczucie, które każdy z nas zna."
2378,45,MK0,happiness,Postanowiłam wynająć samochód na wakacje.
2379,46,MK0,happiness,Żółwica to dawne określenie siostry męża.
2380,47,MK0,happiness,Król był bardzo sprawiedliwym człowiekiem.
2381,48,MK0,happiness,Moja dziewczyna świętuje urodziny w sobotę.
2382,49,MK0,happiness,"Niektórzy powiedzą, że to państwo z kartonu."
2383,5,MK0,happiness,Przestań go jeudić.
2384,50,MK0,happiness,W muzeum można zobaczyć szkielet dinozaura.
2385,51,MK0,happiness,Strzelec to znak za D jako następujący po skorpionie.
2386,52,MK0,happiness,Na złamaną kończynę często zakłada się gip.
2387,53,MK0,happiness,"Kitel to struktury, które noszą lekarze."
2388,54,MK0,happiness,W grudniu często pada śnieg.
2389,55,MK0,happiness,Chodzą do szkoły prawie codziennie.
2390,56,MK0,happiness,Moje dziecko umie już mówić kilka słów.
2391,57,MK0,happiness,"Jest inaczej, aby polepszyć swoje zdrowie."
2392,58,MK0,happiness,Otrzymałem piękną pocztówkę z widokiem na górę.
2393,59,MK0,happiness,Byłem na wesłowniku języka hiszpańskiego.
2394,6,MK0,happiness,"Dziunianie, jesteś moim szefem."
2395,60,MK0,happiness,Podczas wakacji udało mi się zobaczyć delfinę.
2396,61,MK0,happiness,Zupa pomidorowa to moje ulubione danie.
2397,62,MK0,happiness,Twoje słowo ma dla mnie wielkie znaczenie.
2398,63,MK0,happiness,Moja wizja na przyszłość jest jasna i wyraźna.
2399,64,MK0,happiness,Ucho wykrywa dźwięki o różnej częstotliwości.
2400,65,MK0,happiness,Podczas remontu odkryliśmy staro-dawne mury.
2401,66,MK0,happiness,Tam jest jeden z pierwiastków chemicznych.
2402,67,MK0,happiness,Miłość jest jednym z najpiękniejszych uczuć.
2403,68,MK0,happiness,Zamek w Marborku jest jednym z najpiękniejszych w Polsce.
2404,69,MK0,happiness,Przez mocną rzece można szybko dotrzeć do miasta.
2405,7,MK0,happiness,W życiu jest pełen niespodzianek.
2406,70,MK0,happiness,Człowiek zaczyna umierać już w momencie narodzin.
2407,71,MK0,happiness,Paza wojskowa jest strategicznym punktem dla armii.
2408,72,MK0,happiness,Bastan był kiedyś ważnym elementem obrony miasta.
2409,73,MK0,happiness,Zawsze stawiam przed rzeczownikami właściwy rodzajnik.
2410,74,MK0,happiness,Ta liczba wydaje się być błędna. Sprawdź jeszcze raz.
2411,75,MK0,happiness,Moja testowaca czasem przyjeżdża do nas w weekend.
2412,76,MK0,happiness,Woda jest podstawowym składnikiem życia na Ziemi.
2413,77,MK0,happiness,Marzec kojarzy się z wiosennimi promieniami słońca.
2414,78,MK0,happiness,Moim ulubionym sosem do pizzy jest sos czaszkowy.
2415,79,MK0,happiness,Mleko jest źródłem wapnia i innych składników odżywczych.
2416,8,MK0,happiness,Moje dziecko jest bardzo pomocne.
2417,80,MK0,happiness,Do dzisiejszego obiadu potrzebuję małego garnczka.
2418,81,MK0,happiness,W lipcu wyjeżdżam z rodziną na wakacje nad morze.
2419,82,MK0,happiness,Czerwiec kojarzy się z kończeniem roku szkolnego.
2420,83,MK0,happiness,Ten zrębak jest wychowany zgodnie z najlepszymi standardami.
2421,84,MK0,happiness,Kontrzeświadczenie za udzieloną pożyczkę było bardzo wysokie.
2422,85,MK0,happiness,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe"
2423,86,MK0,happiness,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.
2424,87,MK0,happiness,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.
2425,88,MK0,happiness,Jabłko jest bogatym źródłem witamin i składników odżywczych.
2426,89,MK0,happiness,Dopędzać jest jednym z przypadków gramatycznych w języku polskim
2427,9,MK0,happiness,Piłka nożna to moja pasja.
2428,90,MK0,happiness,Horał gregoriański jest wykonywany podczas uroczystych nabożeń.
2429,1,MK0,neutral,Lubię czytać przed snem.
2430,10,MK0,neutral,Kupiłam nową szafę do sypialni.
2431,11,MK0,neutral,Nie zachowuj się jak Grzygolak.
2432,12,MK0,neutral,Mój teść zawsze służy radą.
2433,13,MK0,neutral,Interesuje mnie historia polski.
2434,14,MK0,neutral,Ten miesiąc minął bardzo szybko.
2435,15,MK0,neutral,sporadycznie chodzą na siłownią.
2436,16,MK0,neutral,"Racja, ten pomysł jest najlepszy."
2437,17,MK0,neutral,Chcę przeczytać ten artykuł jeszcze raz.
2438,18,MK0,neutral,Kwiecień to czwarty miesiąc w roku.
2439,19,MK0,neutral,W wolnym czasie lubię czytać książki.
2440,2,MK0,neutral,Nie waśnijmy się ze sobą.
2441,20,MK0,neutral,Zima to czas jeżdżenia na sankach.
2442,21,MK0,neutral,Egipcjanie uważali ibisy za święte.
2443,22,MK0,neutral,"Piesek wszedł do rzeki, żeby popływać."
2444,23,MK0,neutral,Woda w basenie jest bardzo ciepła.
2445,24,MK0,neutral,"Miasto tętni życiem, nawet w nocy."
2446,25,MK0,neutral,Gorzka czekolada jest idealna na deser.
2447,26,MK0,neutral,Ten gen potrafi spełniać życzenia.
2448,27,MK0,neutral,W niedzielę szkoła jest zamknięta.
2449,28,MK0,neutral,Podczas medytacji można wejść w trance.
2450,29,MK0,neutral,W październiku zaczyna się jesień.
2451,3,MK0,neutral,- Chodźmy w tango.
2452,30,MK0,neutral,Każdy daniec ma swój własny rytm.
2453,31,MK0,neutral,Dokarnijcie koty wychodząc z domu.
2454,32,MK0,neutral,"Pamiętaj, że nadzieja umiera ostatnia."
2455,33,MK0,neutral,Po operacji nie mam żadnych blizn.
2456,34,MK0,neutral,Pani Janek jest naszym nowym sąsiadem.
2457,35,MK0,neutral,Aby upiec ciasto muszę kupić mączkę.
2458,36,MK0,neutral,Ten pomysł wtrąci brakiem realizmu.
2459,37,MK0,neutral,Relaksujące piosenki poprawiają nastrój.
2460,38,MK0,neutral,Rut Smokato serial telewizyjny.
2461,39,MK0,neutral,Siwa oznacza żałobę po zmarłym.
2462,4,MK0,neutral,Dzieci muszą dużo jeść.
2463,40,MK0,neutral,A w dzieciństwie uwielbiałem klady.
2464,41,MK0,neutral,W parku rośnie ogromne drzewo.
2465,42,MK0,neutral,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie."
2466,43,MK0,neutral,Niena odegrała w moim życiu ważną rolę.
2467,44,MK0,neutral,"Tęsknoda to uczucie, które każdy z nas zna."
2468,45,MK0,neutral,Postanowiłem wynająć samochód na wakacje.
2469,46,MK0,neutral,Żółwica to dawne określenie nasiostrę małża.
2470,47,MK0,neutral,Król był bardzo sprawiedliwym człowiekiem.
2471,48,MK0,neutral,Moja dziewczyna świętuje urodziny w sobotę.
2472,49,MK0,neutral,"Niektórzy powiedzą, że to państwo z kartonu."
2473,5,MK0,neutral,Przestań go jeudić.
2474,50,MK0,neutral,W muzeum można zobaczyć szkielet dinozaura.
2475,51,MK0,neutral,Strzelec to znak z diaku następujący po skorpionie.
2476,52,MK0,neutral,Na złamaną kończynę często zakłada się gips.
2477,53,MK0,neutral,"Kittel to strój, który noszą lekarze."
2478,54,MK0,neutral,W grudniu często pada śnieg.
2479,55,MK0,neutral,Chodzę do szkoły prawie codziennie.
2480,56,MK0,neutral,Moje dziecko umie już mówić kilka słów.
2481,57,MK0,neutral,"Jedz inaczej, aby polepszyć swoje zdrowie."
2482,58,MK0,neutral,Otrzymałem piękną pocztówkę z widokiem na górę.
2483,59,MK0,neutral,Kupiłem nowy słownik języka hiszpańskiego.
2484,6,MK0,neutral,"Dziunia, nie jesteś moim szefem."
2485,60,MK0,neutral,Podczas wakacji udało mi się zobaczyć delfinę.
2486,61,MK0,neutral,Supa pomidorowa to moje ulubione danie.
2487,62,MK0,neutral,Twoje słowo ma dla mnie wielkie znaczenie.
2488,63,MK0,neutral,Moja wizja na przyszłość jest jasna i wyraźna.
2489,64,MK0,neutral,Ucho wykrywa dźwięki o różnej częstotliwości.
2490,65,MK0,neutral,Podczas remontu odkryliśmy staro-dawny mur.
2491,66,MK0,neutral,Rtęć jest jeden z pierwiastków chemicznych.
2492,67,MK0,neutral,Miłość jest jednym z najpiękniejszych uczuć.
2493,68,MK0,neutral,Zamek w Malborku jest jednym z najpiękniejszych w Polsce.
2494,69,MK0,neutral,Przez most na rzece można szybko dotrzeć do miasta.
2495,7,MK0,neutral,Życie jest pełne niespodzianek.
2496,70,MK0,neutral,Człowiek zaczyna umierać już w momencie narodzin.
2497,71,MK0,neutral,Bazy wojskowa jest strategicznym punktem dla armii.
2498,72,MK0,neutral,Bastian był kiedyś ważnym elementem obrony miasta.
2499,73,MK0,neutral,Zawsze stawiam przed rzeczownikami właściwy rodzajnik.
2500,74,MK0,neutral,Ta liczba wydaje się być błędna. Sprawdź jeszcze raz.
2501,75,MK0,neutral,Moja tysięczna czasem przyjeżdża do nas w weekend.
2502,76,MK0,neutral,Woda jest podstawowym składnikiem życia na Ziemi.
2503,77,MK0,neutral,Marzec kojarzy się z wiosennymi promieniami słońca.
2504,78,MK0,neutral,Moim ulubionym sosem do pizzy jest sos czekastowy.
2505,79,MK0,neutral,Mleko jest źródłem wapnia i innych składników odżywczych.
2506,8,MK0,neutral,Moja ciocia jest bardzo pomocna.
2507,80,MK0,neutral,Do dzisiejszego obiadu potrzebuję małego garnczka.
2508,81,MK0,neutral,W lipcu wyjeżdżam z rodziną na wakacje nad morze.
2509,82,MK0,neutral,Czerwiec kojarzy się z zakończeniem roku szkolnego.
2510,83,MK0,neutral,Ten żerabak jest wychowany zgodnie z najlepszymi standardami.
2511,84,MK0,neutral,Kontrzeświadczenie za udzieloną pożyczkę było bardzo wysokie.
2512,85,MK0,neutral,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe."
2513,86,MK0,neutral,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.
2514,87,MK0,neutral,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.
2515,88,MK0,neutral,Jabłko jest bogatym źródłem witamin i składników odżywczych.
2516,89,MK0,neutral,Dopełniacz jest jednym z przypadków gramatycznych w języku polskim.
2517,9,MK0,neutral,Piłka nożna to moja pasja.
2518,90,MK0,neutral,Chorał gregoriański jest wykonywany podczas uroczystych nabożeństw.
2519,1,MK0,sadness,Lubię czytać przed snem.
2520,10,MK0,sadness,Kupiłam nową szafę do sypialni.
2521,11,MK0,sadness,Nie zachowuj się jak żegolak.
2522,12,MK0,sadness,Mój tej zawsze służy radom.
2523,13,MK0,sadness,Interesuje mnie historia Polski.
2524,14,MK0,sadness,Ten miesiąc minął bardzo szybko.
2525,15,MK0,sadness,sporadycznie chodzę na siłownię.
2526,16,MK0,sadness,"Racja, ten pomysł jest najlepszy."
2527,17,MK0,sadness,Chcę przeczytać ten artykuł jeszcze raz.
2528,18,MK0,sadness,Kwiecień to czwarty miesiąc w roku.
2529,19,MK0,sadness,W wolnym czasie lubił czytać książki.
2530,2,MK0,sadness,Nie walczmy się ze sobą.
2531,20,MK0,sadness,Zima to czas jeżdżenia na sankach.
2532,21,MK0,sadness,Egipcjanie uważali Ibisę za święte.
2533,22,MK0,sadness,"Piesek wszedł do rzeki, żeby popływać."
2534,23,MK0,sadness,Woda w basenie jest bardzo ciepła.
2535,24,MK0,sadness,Miasto tępi życiem nawet w nocy.
2536,25,MK0,sadness,Gorzka czekolada jest idealna na deser.
2537,26,MK0,sadness,Ten dzień potrafi spełniać życzenia.
2538,27,MK0,sadness,W niedzielę szkoła jest zamknięta.
2539,28,MK0,sadness,Podczas medytacji można wejść w tranz.
2540,29,MK0,sadness,W październiku zaczyna się jesień.
2541,3,MK0,sadness,Pójdźmy w tango.
2542,30,MK0,sadness,Każdy tancerz ma swój własny rytm.
2543,31,MK0,sadness,Dokarncie koty wychodząc z domu.
2544,32,MK0,sadness,"Pamiętaj, że nadzieja umiera ostatnia."
2545,33,MK0,sadness,Po operacji nie mam żadnych przyznań.
2546,34,MK0,sadness,Pani Anek jest naszym nowym sąsiadem.
2547,35,MK0,sadness,Aby upić ciasto muszę kupić małżka.
2548,36,MK0,sadness,Ten pomysł trąci brakiem realizmu.
2549,37,MK0,sadness,Relaksujące pioski poprawiają nastrój
2550,38,MK0,sadness,Rut Smokato serial telewizyjny.
2551,39,MK0,sadness,Siwa oznacza żałobę po zmarłym.
2552,4,MK0,sadness,Dzieci muszą dużo jeść.
2553,40,MK0,sadness,W dzieciństwie uwielbiałem klejdy.
2554,41,MK0,sadness,W parku rośnie ogromne drzewo.
2555,42,MK0,sadness,"Przyjaciel to ktoś, kto zawsze jest po naszej stronie."
2556,43,MK0,sadness,Miania odegrała w moim życiu ważną rolę.
2557,44,MK0,sadness,"Tęsknota to uczucie, które każdy z nas zna."
2558,45,MK0,sadness,Postanowiłem wynająć samochód na wakacje.
2559,46,MK0,sadness,Równica to dawne określenie siostrą męża.
2560,47,MK0,sadness,Król był bardzo sprawiedliwym człowiekiem.
2561,48,MK0,sadness,Moja dziewczyna świętuje urodziny w sobotę.
2562,49,MK0,sadness,"Niektórzy powiedzą, że to państwo z kartonu."
2563,5,MK0,sadness,Przestań go jeudzić.
2564,50,MK0,sadness,W muzeum można zobaczyć szkielet dinozaura.
2565,51,MK0,sadness,Strzelec to znak Zodiaku następujący po skorpionie.
2566,52,MK0,sadness,Na złamaną kończynę często zakłada się gips.
2567,53,MK0,sadness,"Kittel to strój, który noszą lekarze."
2568,54,MK0,sadness,W grudniu często pada śnieg.
2569,55,MK0,sadness,Chodzę do szkoły prawie codziennie.
2570,56,MK0,sadness,Moje dziecko umie już mówić kilka słów.
2571,57,MK0,sadness,"Jak inaczej, aby polepszyć swoje zdrowie?"
2572,58,MK0,sadness,Otrzymałem piękną pocztówkę z widokiem na góry.
2573,59,MK0,sadness,Byłem nowy słownik języka hiszpańskiego.
2574,6,MK0,sadness,"- Junior, nie jesteś moim szefem."
2575,60,MK0,sadness,Podczas wakacji udało mi się zobaczyć delfiny.
2576,61,MK0,sadness,Supap pomidorowy to moje ulubione danie.
2577,62,MK0,sadness,Twoje słowo ma dla mnie wielkie znaczenie
2578,63,MK0,sadness,Moja wizja na przyszłość jest jasna i wyraźna
2579,64,MK0,sadness,Ucho wykrywa dźwięki o różnej częstotliwości
2580,65,MK0,sadness,Podczas remontu odkryliśmy staro-dawny mur.
2581,66,MK0,sadness,Szczeń jest jednym z pierwiastków chemicznych
2582,67,MK0,sadness,Może jest jednym z najpiękniejszych uczuć.
2583,68,MK0,sadness,Zamek w Malborku jest jeden z najpiękniejszych w Polsce
2584,69,MK0,sadness,Przez most na rzece można szybko dotrzeć do miasta.
2585,7,MK0,sadness,Życie jest pełne niespodzianek.
2586,70,MK0,sadness,Człowiek zaczyna umierać już w momencie narodzin.
2587,71,MK0,sadness,Baza wojskowa jest strategicznym punktem dla armii.
2588,72,MK0,sadness,Basen był kiedyś ważnym elementem obrony miasta.
2589,73,MK0,sadness,Zawsze stawiam przed rzeczownikami właściwy rodzajnik
2590,74,MK0,sadness,"Ta liczba wydaje się być błędna, sprawdź jeszcze raz."
2591,75,MK0,sadness,Maatyściowa czasem przyjeżdża do nas na weekendy.
2592,76,MK0,sadness,Woda jest podstawowym składnikiem życia na Ziemi
2593,77,MK0,sadness,Marzec kojarzy się z wiosennymi promieniami słońca
2594,78,MK0,sadness,Moją ulubioną sosem do pizzy jest sos czosnkowy.
2595,79,MK0,sadness,Mleko jest źródłem wapnia i innych składników odżywczych.
2596,8,MK0,sadness,Moja ciocia jest bardzo pomocna.
2597,80,MK0,sadness,Do dzisiejszego obiadu potrzebuję małego garnczka.
2598,81,MK0,sadness,W Riptu wyjeżdżam z rodziną na wakacje nad morze.
2599,82,MK0,sadness,Przerwyt kojarzy się z zakończeniem roku szkolnego.
2600,83,MK0,sadness,Ten zróbak jest wychowany zgodnie z najlepszymi standardami
2601,84,MK0,sadness,Kontświadczenie za udzieloną pożyczkę było bardzo wysokie.
2602,85,MK0,sadness,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe."
2603,86,MK0,sadness,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.
2604,87,MK0,sadness,Na targach ziemieślniczych można zobaczyć wiele unikatowych produktów
2605,88,MK0,sadness,Jabłko jest bogatym źródłem witamin i składników odżywczych.
2606,89,MK0,sadness,Dopiełniacz jest jednym z przypadków gramatycznych w języku polskim
2607,9,MK0,sadness,Piłka nożna to moja pasja.
2608,90,MK0,sadness,Horał gregoriański jest wykonywany podczas uroczystych nabożeństw.
2609,10,MP0,anger,Kupiłem nową szafę do sypialni.
2610,14,MP0,anger,Ten miesiąc minął bardzo szybko.
2611,17,MP0,anger,Chcę przeczytać ten artykuł jeszcze raz.
2612,18,MP0,anger,Kwiecie to czwarty miesiąc w roku.
2613,2,MP0,anger,Nie waźmy się ze sobą.
2614,24,MP0,anger,Miasto tętni życiem nawet w nocy!
2615,27,MP0,anger,W niedzielę szkoła jest zamknięta.
2616,32,MP0,anger,"Pamiętaj, że nadzieja umiera ostatnia."
2617,36,MP0,anger,Ten pomysł trąci brakiem realizmu.
2618,4,MP0,anger,Dzieci muszą dużo jeść.
2619,40,MP0,anger,W dzieciństwie uwielbiałem klechdy.
2620,41,MP0,anger,W parku rośnie ogromne drzewo.
2621,42,MP0,anger,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie."
2622,44,MP0,anger,"Tęsknota to uczucie, które każdy z nas zna."
2623,46,MP0,anger,Żółwica to dawne określenie na siostrę męża.
2624,5,MP0,anger,Przestań go jeździć.
2625,54,MP0,anger,W królniu często pada śnieg.
2626,55,MP0,anger,Chodzę do szkoły prawie codziennie.
2627,56,MP0,anger,Moje dziecko umiesz mówić kilka słów.
2628,6,MP0,anger,"Czuńia, nie jesteś moim szefem."
2629,65,MP0,anger,Podczas remonto odkręliśmy staro-dawny mur.
2630,68,MP0,anger,Zamek w Walborku jest jednym z najpiękniejszych w Polsce.
2631,69,MP0,anger,Przy złostnej rzece można szybko dotrzeć do miasta.
2632,70,MP0,anger,Człowiek zaczyna umierać już w momencie narodziny.
2633,71,MP0,anger,Bazy wojskowe jest strategicznym punktem dla armii.
2634,73,MP0,anger,Zawsze stawiam przed rzeczownikami właściwy rodzajnik.
2635,8,MP0,anger,Moja ciacio jest bardzo pomocna.
2636,85,MP0,anger,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe."
2637,9,MP0,anger,Pięknie potrzebna to moja pasja.
2638,1,MP0,fear,Lubię czytać wprost.
2639,12,MP0,fear,Mój testi zawsze służy radą.
2640,14,MP0,fear,Ten miesiąc zmieniał bardzo szybko.
2641,2,MP0,fear,Nie walczmy się ze sobą.
2642,21,MP0,fear,Egipcjanie uważali bisy za święte.
2643,23,MP0,fear,Woda w oceanie jest bardzo ciepła.
2644,28,MP0,fear,Podczas medytacji można wejść w trans.
2645,3,MP0,fear,Hodźmy w tango.
2646,30,MP0,fear,Każdy taniec ma swój własny dytat.
2647,33,MP0,fear,Po operacji nie mam żadnych bliźni.
2648,35,MP0,fear,Aby kupić ciasto muszę kupić mączkę.
2649,4,MP0,fear,Dzieci muszą dużo jeść.
2650,41,MP0,fear,W parku rośnie ogromne drzewo.
2651,47,MP0,fear,Król był bardzo sprawiedliwym człowiekiem.
2652,5,MP0,fear,Przestań go ludzić!
2653,61,MP0,fear,Zupa pendurowa to moje ulubione tanie.
2654,8,MP0,fear,Moja ciocia jest bardzo pomocna.
2655,1,MP0,happiness,Lubię czytać przy snem.
2656,10,MP0,happiness,Kupiłem nową szafę do sypialni.
2657,11,MP0,happiness,Nie zachowuj się jak żigolak.
2658,12,MP0,happiness,Mój teść zawsze służy radom.
2659,13,MP0,happiness,Interesuje mnie historia polski.
2660,14,MP0,happiness,Ten miesiąc minął bardzo szybko.
2661,15,MP0,happiness,Sporadycznie chodzę na siodłownie.
2662,16,MP0,happiness,"Racja, ten pomysł jest najlepszy."
2663,17,MP0,happiness,Chcesz czytać ten artykuł jeszcze raz?
