phraseNumber,speaker,emotion,gt,ai,1_1_match,cos_sim
66,KS0,surprised,rtęć jest jednym z pierwiastków chemicznych,pretęcie jest jednym z pierwiastków chemicznych,False,0.7297927192033163
67,KS0,surprised,miłość jest jednym z najpiękniejszych uczuć,miłość jest jednym z najpiękniejszych uczuć,True,0.9999991942192277
68,KS0,surprised,zamek w malborku jest jednym z najpiękniejszych w polsce,zamek w malborku jest jednym z najpiękniejszych w polsce,True,1.0
69,KS0,surprised,przez most na rzece można szybko dotrzeć do miasta,przez most na rzece można szybko dotrzeć do miasta,True,1.0000000000000002
7,KS0,surprised,życie jest pełne niespodzianek,życie jest pełne niespodzianek,True,1.0
70,KS0,surprised,człowiek zaczyna umierać już w momencie narodzin,człowiek zaczyna umierać już w momencie narodzin,True,0.9999999999999998
71,KS0,surprised,baza wojskowa jest strategicznym punktem dla armii,bazy wojskowa jest strategicznym punktem dla armii,False,0.9601492012619837
72,KS0,surprised,bastion był kiedyś ważnym elementem obrony miasta,bastion był kiedyś ważnym elementem obrony miasta,True,0.9999993984497361
73,KS0,surprised,zawsze stawiam przed rzeczownikami właściwy rodzajnik,zawsze stawiam przed rzeczownikami właściwy rodzajnik,True,1.0
74,KS0,surprised,ta liczba wydaje się być błędna sprawdź jeszcze raz,ta liczba wydaje się być błędna sprawdź jeszcze raz,True,1.0
75,KS0,surprised,moja teściowa czasem przyjeżdża do nas w weekend,moja teściowa czasem przyjeżdża do nas w weekend,True,1.0000000000000002
76,KS0,surprised,woda jest podstawowym składnikiem życia na ziemi,woda jest podstawowym składnikiem życia na ziemi,True,0.9999993942676895
77,KS0,surprised,marzec kojarzy się z wiosennymi promieniami słońca,marzec kojarzy się z wiosennymi promieniami słońca,True,1.0
78,KS0,surprised,moim ulubionym sosem do pizzy jest sos czosnkowy,moim ulubionym sosem do pizzy jest sos szosunkowy,False,0.9745649948126143
79,KS0,surprised,mleko jest źródłem wapnia i innych składników odżywczych,mleko jest źródłem wapnia i innych składników odżywczych,True,0.9999999999999998
8,KS0,surprised,moja ciocia jest bardzo pomocna,moja ciacia jest bardzo pomocna,False,0.790951761785212
80,KS0,surprised,do dzisiejszego obiadu potrzebuje małego garnczka,do dzisiejszego obiadu potrzebuję małego garnka,False,0.8809750082615161
81,KS0,surprised,w lipcu wyjeżdżam z rodziną na wakacje nad morze,w lipcu wyjeżdżam z rodziną na wakacje nad morze,True,0.9999994197833834
82,KS0,surprised,czerwiec kojarzy się z zakończeniem roku szkolnego,czerwiec kojarzy się z końcem roku szkolnego,False,0.970708846582573
83,KS0,surprised,ten źrebak jest wychowany zgodnie z najlepszymi standardami,ten żerybak jest wychowany zgodnie z najlepszymi standardami,False,0.8471965174587786
84,KS0,surprised,kontrświadczenie za udzieloną pożyczkę było bardzo wysokie,kontrświadczenie za udzieloną pożyczkę było bardzo wysokie,True,1.0
85,KS0,surprised,w bankach można założyć konto osobiste oszczędnościowe lub kredytowe,w bankach można założyć konto osobiste oszczędnościowe lub kredytowe,True,0.9999994900230252
86,KS0,surprised,myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu,myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu,True,0.9999995202840543
87,KS0,surprised,na targach rzemieślniczych można zobaczyć wiele unikatowych produktów,na targach rzemieślniczych można zobaczyć wiele unikatowych produktów,True,1.0
88,KS0,surprised,jabłko jest bogatym źródłem witamin i składników odżywczych,jabłko jest bogatym źródłem witamin i składników odżywczych,True,1.0
89,KS0,surprised,dopełniacz jest jednym z przypadków gramatycznych w języku polskim,dopełniacz jest jednym z przypadków gramatycznych w języku polskim,True,1.0
9,KS0,surprised,piłka nożna to moja pasja,piłka nożna to moja pasja,True,1.0
90,KS0,surprised,chorał gregoriański jest wykonywany podczas uroczystych nabożeństw,chorał gregoriański jest wykonywany podczas uroczystych nabożeństw,True,1.0000000000000002
1,MK0,anger,lubię czytać przed snem,lubię czytać przed snem,True,0.9999994149080397
10,MK0,anger,kupiłem nową szafę do sypialni,kupiłam nową szafę do sypialni,False,0.976953667324346
11,MK0,anger,nie zachowuj się jak żigolak,nie zachowuj się jak gigolak,False,0.8322514560239992
12,MK0,anger,mój teść zawsze służy radą,mój tata zawsze służy radą,False,0.9114169384792064
13,MK0,anger,interesuje mnie historia polski,interesuje mnie historia polski,True,1.0
14,MK0,anger,ten miesiąc minął bardzo szybko,ten miesiąc minął bardzo szybko,True,0.9999973238217325
15,MK0,anger,sporadycznie chodzę na siłownię,sporadycznie chodzę na siłownie,False,0.9887475109981105
16,MK0,anger,racja ten pomysł jest najlepszy,racja ten pomysł jest najlepszy,True,0.9999994232236388
17,MK0,anger,chcę przeczytać ten artykuł jeszcze raz,chcę przeczytać ten artykuł jeszcze raz,True,0.9999994431045287
18,MK0,anger,kwiecień to czwarty miesiąc w roku,kwiecień to czwarty miesiąc w roku,True,0.9999990990782158
19,MK0,anger,w wolnym czasie lubię czytać książki,w wolnym czasie lubię czytać książki,True,0.9999993665473207
2,MK0,anger,nie waśńmy się ze sobą,nie waźmy się ze sobą,False,0.8868827919955519
20,MK0,anger,zima to czas jeżdżenia na sankach,zima to czas jeżdżenia na sankach,True,1.0
21,MK0,anger,egipcjanie uważali ibisy za święte,egipcjanie uważali ibisy za święte,True,1.0000000000000002
22,MK0,anger,piesek wszedł do rzeki żeby popływać,piesek przed rzeki żeby popływać,False,0.8473500610887069
23,MK0,anger,woda w basenie jest bardzo ciepła,woda w basenie jest bardzo ciepła,True,0.9999993685796698
24,MK0,anger,miasto tętni życiem nawet w nocy,miasto ten nie żyje nawet w nocy,False,0.8034020022990603
25,MK0,anger,gorzka czekolada jest idealna na deser,gorzka czekolada jest idealna do deser,False,0.9816272009979556
26,MK0,anger,ten dżin potrafi spełniać życzenia,ten dzień potrafi spełniać życzenia,False,0.7383572795714249
27,MK0,anger,w niedzielę szkoła jest zamknięta,w niedzielę szkoła jest zamknięta,True,1.0000000000000002
28,MK0,anger,podczas medytacji można wejść w trans,podczas medytacji można wejść w trance,False,0.7953806061043615
29,MK0,anger,w październiku zaczyna się jesień,w październiku zaczyna się jesień,True,0.9999994635152987
3,MK0,anger,chodźmy w tango,chodźmy w tango,True,0.9999994757247067
30,MK0,anger,każdy taniec ma swój własny rytm,każdy taniec ma swój własny rytm,True,0.9999993845200902
31,MK0,anger,dokarmcie koty wychodząc z domu,dokarnijcie koty wychodząc z domu,False,0.8558440855894663
32,MK0,anger,pamiętaj że nadzieja umiera ostatnia,pamiętaj że nadzieja umiera ostatnia,True,0.9999994656547823
33,MK0,anger,po operacji nie mam żadnych blizn,po operacji nie mam żadnych blizn,True,0.9999994558063956
34,MK0,anger,pan janek jest naszym nowym sąsiadem,pani anek jest naszym nowym sąsiadem,False,0.8273195401135454
35,MK0,anger,aby upiec ciasto muszę kupić mączkę,aby upiec ciasto muszę kupić mączkę,True,0.9999922186344687
36,MK0,anger,ten pomysł trąci brakiem realizmu,ten pomysł trąci brakiem realizmu,True,1.0
37,MK0,anger,relaksujące piosnki poprawiają nastrój,relaksujące pioski poprawiają nastrój,False,0.9872821453067094
38,MK0,anger,„ród smoka” to serial telewizyjny,wróć smokatą serial telewizyjny,False,0.718951851574281
39,MK0,anger,sziwa oznacza żałobę po zmarłym,siwa oznacza że łobędzia zmarły,False,0.678065749130491
4,MK0,anger,dzieci muszą dużo jeść,dzieci muszą dużo jeść,True,0.9999992877037395
40,MK0,anger,w dzieciństwie uwielbiałem klechdy,w dzieciństwie uwielbiałem kredy,False,0.7651765781111001
41,MK0,anger,w parku rośnie ogromne drzewo,parku rasie ogromne drzewo,False,0.8539072408999079
42,MK0,anger,przyjaciel to ktoś kto zawsze jest po mojej stronie,przecież to ktoś kto zawsze jest po mojej stronie,False,0.8032669232251257
43,MK0,anger,niania odegrała w moim życiu ważną rolę,nenia odegrała w moim życiu ważną rolę,False,0.8920717987501997
44,MK0,anger,tęsknota to uczucie które każdy z nas zna,to są te uczucia które każdy z nas zna,False,0.7643536498196116
45,MK0,anger,postanowiłem wynająć samochód na wakacje,postanowiłem wynająć samochód na wakacje,True,0.9999999999999999
46,MK0,anger,żołwica to dawne określenie na siostrę męża,żółwica to dawne określenie na siostrę męża,False,0.8682068816738086
47,MK0,anger,król był bardzo sprawiedliwym człowiekiem,król był bardzo sprawiedliwym człowiekiem,True,1.0
48,MK0,anger,moja dziewczyna świętuje urodziny w sobotę,moja dziewczyna świętuje urodziny w sobotę,True,0.9999992059361776
49,MK0,anger,niektórzy powiedzą że to państwo z kartonu,niektórzy powiedzą że to państwo z kartonu,True,0.9999994729982399
5,MK0,anger,przestań go judzić,przestań go jeździć,False,0.7214673626741425
50,MK0,anger,w muzeum można zobaczyć szkielet dinozaura,w muzeum można zobaczyć skelet dinozaura,False,0.9438971635470939
51,MK0,anger,strzelec to znak zodiaku następujący po skorpionie,serce to znak zodiaku następujący po skorpionie,False,0.840087459579295
52,MK0,anger,na złamaną kończynę często zakłada się gips,na złamaną kończynę często zakłada się gipsy,False,0.9782631988135102
53,MK0,anger,kitel to strój który noszą lekarze,kitert to struktury noszą lekarze,False,0.7135561747547203
54,MK0,anger,w grudniu często pada śnieg,równie często pada śnieg,False,0.8342665712019809
55,MK0,anger,chodzę do szkoły prawie codziennie,chodzę do szkoły prawie codziennie,True,1.0
56,MK0,anger,moje dziecko umie już mówić kilka słów,moje dziecko umie już mówić kilka słów,True,0.999999370954526
57,MK0,anger,jedz inaczej aby polepszyć swoje zdrowie,jedź inaczej aby polepszyć swoje zdrowie,False,0.8263744985391172
58,MK0,anger,otrzymałem piękną pocztówkę z widokiem na góry,otrzymałem piękną pocztówkę z widokiem na górę,False,0.9891230846205239
59,MK0,anger,kupiłem nowy słownik języka hiszpańskiego,kupiłem nowy słownik języka hiszpańskiego,True,1.0000000000000002
6,MK0,anger,dziunia nie jesteś moim szefem,dziunia nie jesteś moim szefem,True,0.9999993518346424
60,MK0,anger,podczas wakacji udało mi się zobaczyć delfiny,podczas wakacji udało mi się zobaczyć delfiny,True,1.0
61,MK0,anger,zupa pomidorowa to moje ulubione danie,zupa pomidorowa to moje ulubione danie,True,1.0000000000000002
62,MK0,anger,twoje słowo ma dla mnie wielkie znaczenie,twoje słowo ma dla mnie wielkie znaczenie,True,1.0
63,MK0,anger,moja wizja na przyszłość jest jasna i wyraźna,moja wizja na przyszłość jest jasna i wyraźna,True,1.0
64,MK0,anger,ucho wykrywa dźwięki o różnej częstotliwości,ucho wykrywa dźwięk o różnej częstotliwości,False,0.984512596413686
65,MK0,anger,podczas remontu odkryliśmy starodawny mur,podczas remont odkryliśmy starodawny mur,False,0.996520892612067
66,MK0,anger,rtęć jest jednym z pierwiastków chemicznych,szczeńc jest jednym z pierwiastków chemicznych,False,0.6911180121598081
67,MK0,anger,miłość jest jednym z najpiękniejszych uczuć,mój ojciec jest jednym z najpiękniejszych uczuć,False,0.6279822555496016
68,MK0,anger,zamek w malborku jest jednym z najpiękniejszych w polsce,zamek w marborku jest jeden z najpiękniejszych w polsce,False,0.8945383891945212
69,MK0,anger,przez most na rzece można szybko dotrzeć do miasta,przez mocną rzekę można szybko dotrzeć do miasta,False,0.8266570503752342
7,MK0,anger,życie jest pełne niespodzianek,w życiu jest pełen niespodzianek,False,0.9341266949616338
70,MK0,anger,człowiek zaczyna umierać już w momencie narodzin,człowiek zaczyna umierać już w momencie narodzin,True,0.999999336237126
71,MK0,anger,baza wojskowa jest strategicznym punktem dla armii,baza wojskowa jest strategicznym punktem dla armii,True,0.9999993407040115
72,MK0,anger,bastion był kiedyś ważnym elementem obrony miasta,basen był kiedyś ważnym elementem obrony miasta,False,0.7857181360223219
73,MK0,anger,zawsze stawiam przed rzeczownikami właściwy rodzajnik,zawsze stawiam przed rzeczownikami właściwy rodzajnik,True,0.999999295659697
74,MK0,anger,ta liczba wydaje się być błędna sprawdź jeszcze raz,ta liczba wydaje się być błędna sprawdźcie jeszcze raz,False,0.9853454432514535
75,MK0,anger,moja teściowa czasem przyjeżdża do nas w weekend,moja testiowa czasem przyjeżdża do nas w weekend,False,0.8064811747091811
76,MK0,anger,woda jest podstawowym składnikiem życia na ziemi,woda jest podstawowym składnikiem życia na ziemi,True,0.9999994468058716
77,MK0,anger,marzec kojarzy się z wiosennymi promieniami słońca,marzec kojarzy się z wiosennymi promieniami słońca,True,0.9999992025324884
78,MK0,anger,moim ulubionym sosem do pizzy jest sos czosnkowy,moim ulubionym sosem do pizzy jest sos cząstkowy,False,0.96167623772284
79,MK0,anger,mleko jest źródłem wapnia i innych składników odżywczych,mleko jest źródłem wapnia i innych składników odżywczych,True,0.9999992149461073
8,MK0,anger,moja ciocia jest bardzo pomocna,bo ja cię jest bardzo pomocna,False,0.6119126379386546
80,MK0,anger,do dzisiejszego obiadu potrzebuje małego garnczka,do dzisiejszego obiadu potrzebuję małego garnkuczka,False,0.8860738085109066
81,MK0,anger,w lipcu wyjeżdżam z rodziną na wakacje nad morze,ryb tu wyjeżdżam z rodziną na wakacje nad morze,False,0.89677722028479
82,MK0,anger,czerwiec kojarzy się z zakończeniem roku szkolnego,czerwiec kojarzy się z kończeniem roku szkolnego,False,0.9900908687508702
83,MK0,anger,ten źrebak jest wychowany zgodnie z najlepszymi standardami,ten drzewak jest wychowany zgodnie z najlepszymi standardami,False,0.7473429194326763
84,MK0,anger,kontrświadczenie za udzieloną pożyczkę było bardzo wysokie,gąd świadczenie za udzieloną pożyczkę było bardzo wysokie,False,0.9187070705187678
85,MK0,anger,w bankach można założyć konto osobiste oszczędnościowe lub kredytowe,w bankach można założyć konto osobiste oszczędnościowe lub kredytowe,True,0.9999999999999998
86,MK0,anger,myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu,myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu,True,1.0
87,MK0,anger,na targach rzemieślniczych można zobaczyć wiele unikatowych produktów,na targach rzemieślniczych można zobaczyć wiele unikatowych produktów,True,1.0
88,MK0,anger,jabłko jest bogatym źródłem witamin i składników odżywczych,jabłko jest bogatym źródłem witamin i składników odżywczych,True,0.9999991644957217
89,MK0,anger,dopełniacz jest jednym z przypadków gramatycznych w języku polskim,dopłynęć jest jednym z przypadków gramatycznych w języku polskim,False,0.7115599801456032
9,MK0,anger,piłka nożna to moja pasja,płyka nożna to moja pasja,False,0.773439798575776
90,MK0,anger,chorał gregoriański jest wykonywany podczas uroczystych nabożeństw,chorał gregorianijski jest wykonywany podczas uroczystych napożeń,False,0.9154768657495498
1,MK0,fear,lubię czytać przed snem,mów wyczytać przed snem,False,0.7258727153078351
10,MK0,fear,kupiłem nową szafę do sypialni,kupiłam nową szafę do sypialni,False,0.976953667324346
11,MK0,fear,nie zachowuj się jak żigolak,nie zachowuj się jak grzygolak,False,0.8824300370199943
12,MK0,fear,mój teść zawsze służy radą,mój tata zawsze służy radom,False,0.8572544242105772
13,MK0,fear,interesuje mnie historia polski,interesuje mnie historia polski,True,0.999999511735669
14,MK0,fear,ten miesiąc minął bardzo szybko,ten miesiąc minął bardzo szybko,True,0.9999992475478228
15,MK0,fear,sporadycznie chodzę na siłownię,sporadycznie chodzę na siłownie,False,0.9887475109981105
16,MK0,fear,racja ten pomysł jest najlepszy,racja ten pomysł jest najlepszy,True,1.0
17,MK0,fear,chcę przeczytać ten artykuł jeszcze raz,chcę przeczytać ten artykuł jeszcze raz,True,1.0000000000000002
18,MK0,fear,kwiecień to czwarty miesiąc w roku,kwiecień to czwarty miesiąc w roku,True,0.9999992555841539
19,MK0,fear,w wolnym czasie lubię czytać książki,wolnym czasie lubię czytać książki,False,0.9749423853193553
2,MK0,fear,nie waśńmy się ze sobą,nie bądźmy się ze sobą,False,0.8162053310035123
20,MK0,fear,zima to czas jeżdżenia na sankach,zima to czas jeżdżenia na sankach,True,1.0
21,MK0,fear,egipcjanie uważali ibisy za święte,egipcjanie uważali i bise za święte,False,0.8778665669586624
22,MK0,fear,piesek wszedł do rzeki żeby popływać,pysek wszedł do rzeki żeby popływać,False,0.8043690300988361
23,MK0,fear,woda w basenie jest bardzo ciepła,woda w basenie jest bardzo ciepła,True,1.0000000000000002
24,MK0,fear,miasto tętni życiem nawet w nocy,miasto tępnie życiem nawet w nocy,False,0.8691660609208531
25,MK0,fear,gorzka czekolada jest idealna na deser,gorzka czekolada jest idealna na deser,True,1.0000000000000002
26,MK0,fear,ten dżin potrafi spełniać życzenia,ten dzień potrafi spełniać życzenia,False,0.738276730070952
27,MK0,fear,w niedzielę szkoła jest zamknięta,niedzielna szkoła jest zamknięta,False,0.7938521734663923
28,MK0,fear,podczas medytacji można wejść w trans,podczas medytacji można wyjść w trance,False,0.7483643458788228
29,MK0,fear,w październiku zaczyna się jesień,w październiku zaczyna się jesień,True,1.0
3,MK0,fear,chodźmy w tango,chodźmy w tango,True,1.0
30,MK0,fear,każdy taniec ma swój własny rytm,każdy taniec ma swój własny rytm,True,0.9999999999999998
31,MK0,fear,dokarmcie koty wychodząc z domu,dokarmcie koty wychodząc ze domu,False,0.993887123338033
32,MK0,fear,pamiętaj że nadzieja umiera ostatnia,pamiętaj że nadzieja umiera ostatnio,False,0.9667032956343521
33,MK0,fear,po operacji nie mam żadnych blizn,po operacji nie mam żadnych blizn,True,0.9999999999999998
34,MK0,fear,pan janek jest naszym nowym sąsiadem,pani anek jest naszym nowym sąsiadem,False,0.8273195401135454
35,MK0,fear,aby upiec ciasto muszę kupić mączkę,ale łowiec ciasto muszę kupić małżykiem,False,0.7090102216394635
36,MK0,fear,ten pomysł trąci brakiem realizmu,ten pomysł który ci brak jak realizmu,False,0.8435364579486865
37,MK0,fear,relaksujące piosnki poprawiają nastrój,relaksujące piosenki i poprawiają nastrój,False,0.9647577724626463
38,MK0,fear,„ród smoka” to serial telewizyjny,ludzmoka to serial telewizyjny,False,0.6444443637166207
39,MK0,fear,sziwa oznacza żałobę po zmarłym,siwa oznacza żałobę po zmarłym,False,0.8503573584889198
4,MK0,fear,dzieci muszą dużo jeść,dzieci muszą to już jeść,False,0.8083734617542274
40,MK0,fear,w dzieciństwie uwielbiałem klechdy,w dzieciństwie uwielbiałem chalerdy,False,0.8151699992089462
41,MK0,fear,w parku rośnie ogromne drzewo,w parku rośnie ogromne drzewo,True,0.9999999999999999
42,MK0,fear,przyjaciel to ktoś kto zawsze jest po mojej stronie,przyjaciel to ktoś kto zawsze jest po mojej stronie,True,1.0
43,MK0,fear,niania odegrała w moim życiu ważną rolę,niena odegrała w moim życiu ważną rolę,False,0.8156706831501431
44,MK0,fear,tęsknota to uczucie które każdy z nas zna,lęknota to uczucie które każdy z nas zna,False,0.7893987801704063
45,MK0,fear,postanowiłem wynająć samochód na wakacje,postanowiłem wynająć samochód na wakacje,True,0.9999999999999999
46,MK0,fear,żołwica to dawne określenie na siostrę męża,żółwica to dawne określenie na siostrę męża,False,0.8681848935044202
47,MK0,fear,król był bardzo sprawiedliwym człowiekiem,król był bardzo sprawiedliwym człowiekiem,True,0.9999993334599554
48,MK0,fear,moja dziewczyna świętuje urodziny w sobotę,moja dziewczyna świętuje urodziny w sobotę,True,1.0
49,MK0,fear,niektórzy powiedzą że to państwo z kartonu,niektórzy powiedzą że to państwo z kartonu,True,0.9999994023220681
5,MK0,fear,przestań go judzić,przestań go je udzielać,False,0.7691612091723209
50,MK0,fear,w muzeum można zobaczyć szkielet dinozaura,w muzeum można zobaczyć skelet dinozaura,False,0.9438457644402256
51,MK0,fear,strzelec to znak zodiaku następujący po skorpionie,strzelec to znak z dialogu następujący po skorpionie,False,0.8788424496821865
52,MK0,fear,na złamaną kończynę często zakłada się gips,na złamaną kończynę często zakłada się gips,True,1.0000000000000002
53,MK0,fear,kitel to strój który noszą lekarze,kittel to strój który noszą lekarze,False,0.9159501735880317
54,MK0,fear,w grudniu często pada śnieg,w grudniu często pada śnieg,True,1.0
55,MK0,fear,chodzę do szkoły prawie codziennie,chodzę do szkoły prawie codziennie,True,1.0
56,MK0,fear,moje dziecko umie już mówić kilka słów,moje dziecko umie już mówić kilka słów,True,1.0
57,MK0,fear,jedz inaczej aby polepszyć swoje zdrowie,jest inaczej aby polepszyć swoje zdrowie,False,0.8244069338360307
58,MK0,fear,otrzymałem piękną pocztówkę z widokiem na góry,otrzymałem piękną pocztówkę z widokiem na góry,True,1.0
59,MK0,fear,kupiłem nowy słownik języka hiszpańskiego,pewien nowy słownik języka hiszpańskiego,False,0.7710123175293062
6,MK0,fear,dziunia nie jesteś moim szefem,dziuniani jesteś moim szefem,False,0.8341279986851434
60,MK0,fear,podczas wakacji udało mi się zobaczyć delfiny,podczas wakacji udało mi się zobaczyć delfiny,True,1.0
61,MK0,fear,zupa pomidorowa to moje ulubione danie,zupa pomidorowa to moje uchwypione danie,False,0.9100343338885348
62,MK0,fear,twoje słowo ma dla mnie wielkie znaczenie,twoje słowo ma dla mnie wielkie znaczenie,True,0.9999995471599304
63,MK0,fear,moja wizja na przyszłość jest jasna i wyraźna,moja wizja na przyszłość jest jasna i wyraźna,True,1.0
64,MK0,fear,ucho wykrywa dźwięki o różnej częstotliwości,ucho wykrywa dźwięki o różnej częstotliwości,True,0.9999993290761904
65,MK0,fear,podczas remontu odkryliśmy starodawny mur,podczas remontu odkryliśmy starodawne mury,False,0.9521943492382805
66,MK0,fear,rtęć jest jednym z pierwiastków chemicznych,rtęc jest jednym z prywjaśków chemicznych,False,0.7281296358661847
67,MK0,fear,miłość jest jednym z najpiękniejszych uczuć,mój jest jednym z najpiękniejszych uczuć,False,0.8065362922439236
68,MK0,fear,zamek w malborku jest jednym z najpiękniejszych w polsce,zamek w malborku jest jednym z najpiękniejszych w polsce,True,1.0
69,MK0,fear,przez most na rzece można szybko dotrzeć do miasta,przemoc na rzece można szybko dotrzeć do miasta,False,0.8450898967075616
7,MK0,fear,życie jest pełne niespodzianek,życie jest pełne niespodzianek,True,0.9999993070523296
70,MK0,fear,człowiek zaczyna umierać już w momencie narodzin,człowiek zaczyna umierać już w momencie narodzin,True,0.9999992873760001
71,MK0,fear,baza wojskowa jest strategicznym punktem dla armii,bazy wojskowe jest strategicznym punktem dla armii,False,0.9478193835881548
72,MK0,fear,bastion był kiedyś ważnym elementem obrony miasta,bastian był kiedyś ważnym elementem obrony miasta,False,0.8099956261694348
73,MK0,fear,zawsze stawiam przed rzeczownikami właściwy rodzajnik,zawsze stawiam przed rzeczownikami właściwy rodzajnik,True,0.9999993733752977
74,MK0,fear,ta liczba wydaje się być błędna sprawdź jeszcze raz,ta liczba wydaje się być błędna sprawdź jeszcze raz,True,1.0
75,MK0,fear,moja teściowa czasem przyjeżdża do nas w weekend,moja testiowa czasem przyjdzie do nazwy weekendu,False,0.660676893402064
76,MK0,fear,woda jest podstawowym składnikiem życia na ziemi,woda jest podstawowym składnikiem życia na ziemi,True,1.0
77,MK0,fear,marzec kojarzy się z wiosennymi promieniami słońca,może kojarzy się z wiosennymi promieniami słońca,False,0.7891494496724137
78,MK0,fear,moim ulubionym sosem do pizzy jest sos czosnkowy,mój ulubiony sos na dobicie jest sos czczastowy,False,0.8422793621352818
79,MK0,fear,mleko jest źródłem wapnia i innych składników odżywczych,mleko jest źródłem wapnia innych składników odżywczych,False,0.9744041965608212
8,MK0,fear,moja ciocia jest bardzo pomocna,moja cica jest bardzo pomocna,False,0.7840132094453215
80,MK0,fear,do dzisiejszego obiadu potrzebuje małego garnczka,do dzisiejszego obiadu potrzebuję małego garnczka,False,0.9678074169849743
81,MK0,fear,w lipcu wyjeżdżam z rodziną na wakacje nad morze,pip to wyjeżdżam z rodziną na wakacje nad morze,False,0.8965913177874546
82,MK0,fear,czerwiec kojarzy się z zakończeniem roku szkolnego,czerwiec kojarzy się z końcem roku szkolnego,False,0.970708846582573
83,MK0,fear,ten źrebak jest wychowany zgodnie z najlepszymi standardami,ten szczebak jest wychowany zgodnie z najlepszymi standardami,False,0.8456276629894093
84,MK0,fear,kontrświadczenie za udzieloną pożyczkę było bardzo wysokie,konświadczenie za udzieloną pożyczkę było bardzo wysokie,False,0.9730270656617687
85,MK0,fear,w bankach można założyć konto osobiste oszczędnościowe lub kredytowe,w banku można założyć konto osobiste oszczędnościowe lub kredytowe,False,0.9759612547462266
86,MK0,fear,myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu,myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu,True,0.9999995202840543
87,MK0,fear,na targach rzemieślniczych można zobaczyć wiele unikatowych produktów,na targach rzemieślniczych można zobaczyć wrakunikatowych produktów,False,0.8203557932632434
88,MK0,fear,jabłko jest bogatym źródłem witamin i składników odżywczych,jabłko jest bogatym źródłem witamin i składników odżywczych,True,1.0
89,MK0,fear,dopełniacz jest jednym z przypadków gramatycznych w języku polskim,dopędzia się jeden z przypadków gramatycznych w języku polskim,False,0.6820199561128638
9,MK0,fear,piłka nożna to moja pasja,piłka nożna to moja pasja,True,0.9999991307669713
90,MK0,fear,chorał gregoriański jest wykonywany podczas uroczystych nabożeństw,porał gregoriański jest wykonywany podczas uroczystych nabożeństw,False,0.8023690940501469
1,MK0,happiness,lubię czytać przed snem,lubię czytać przed snem,True,0.9999999999999998
10,MK0,happiness,kupiłem nową szafę do sypialni,kupiłem nową szafę do sypialni,True,0.9999857667587104
11,MK0,happiness,nie zachowuj się jak żigolak,nie zachowuj się jak żigolęk,False,0.9800816686785531
12,MK0,happiness,mój teść zawsze służy radą,mój test zawsze służy rado,False,0.6222989695700615
13,MK0,happiness,interesuje mnie historia polski,interesuje mnie historia polski,True,1.0
14,MK0,happiness,ten miesiąc minął bardzo szybko,ten miesiąc minął bardzo szybko,True,1.0
15,MK0,happiness,sporadycznie chodzę na siłownię,sporadycznie chodzą na siłownią,False,0.910311333979148
16,MK0,happiness,racja ten pomysł jest najlepszy,radzę ten pomysł jest najlepszy,False,0.8315029350289826
17,MK0,happiness,chcę przeczytać ten artykuł jeszcze raz,chcę przeczytać ten artykuł jeszcze raz,True,0.9999994389337454
18,MK0,happiness,kwiecień to czwarty miesiąc w roku,kwiecień to czwarty miesiąc w roku,True,0.9999990990782158
19,MK0,happiness,w wolnym czasie lubię czytać książki,w wolnym czasie lubię czytać książki,True,1.0000000000000002
2,MK0,happiness,nie waśńmy się ze sobą,nie ważmy się ze sobą,False,0.8329268464095748
20,MK0,happiness,zima to czas jeżdżenia na sankach,zima to czas jeżdżenia na stankach,False,0.8959413129731009
21,MK0,happiness,egipcjanie uważali ibisy za święte,egipcjanie uważali i bisesy za święte,False,0.8660780584069488
22,MK0,happiness,piesek wszedł do rzeki żeby popływać,piesek wszedł do rzeki żeby popływać,True,0.9999989569161244
23,MK0,happiness,woda w basenie jest bardzo ciepła,woda w basenie jest bardzo ciepła,True,0.9999992556395065
24,MK0,happiness,miasto tętni życiem nawet w nocy,miasta tańknie życiem nawet w nocy,False,0.848980967275599
25,MK0,happiness,gorzka czekolada jest idealna na deser,gorzka czekolada jest idealna na deser,True,0.999999410640683
26,MK0,happiness,ten dżin potrafi spełniać życzenia,ten dżin potrafi spełniać życzenia,True,0.9999992077881475
27,MK0,happiness,w niedzielę szkoła jest zamknięta,w niedzielę szkoła jest zamknięta,True,1.0000000000000002
28,MK0,happiness,podczas medytacji można wejść w trans,podczas medytacji można wejść w tranz,False,0.9169687395905403
29,MK0,happiness,w październiku zaczyna się jesień,w październiku zaczyna się jajeń,False,0.8109603795847985
3,MK0,happiness,chodźmy w tango,chodźmy w tango,True,0.9999992068790731
30,MK0,happiness,każdy taniec ma swój własny rytm,każdy taniec ma swój własny rytm,True,0.9999993059414578
31,MK0,happiness,dokarmcie koty wychodząc z domu,dokarm cię koty wychodząc z domu,False,0.9183510908024319
32,MK0,happiness,pamiętaj że nadzieja umiera ostatnia,pamiętaj że nadzieja umiera ostatnia,True,0.9999993507255669
